nodes,signal,mean,std
1,get,613.3800166725881,17.37564364641873
2,get,86.69744660975081,0.32298101971040943
4,get,27.00423202876222,0.060729025357518354
8,get,22.519061603838214,0.03518021629001127
16,get,15.764723128523036,0.06104739982731166
