nodes,mean,std
10,0.09946191310882564,0.014427377147348666
20,0.351309339205424,0.0570226301297919
30,0.6070679823557535,0.06634304180120758
40,1.1342239777247112,0.09146927127211772
50,1.9131156717027937,0.35919109666781013
