nodes,signal,mean,std
1,put,602.678758523305,11.773740614422458
2,put,86.5833520145022,0.2825568760139864
4,put,26.8126138516075,0.29942777817484445
8,put,22.466349302594047,0.259130950954549
16,put,15.542814714306568,0.26489878661123917
